class,AGCLS,corrosion_degree,dem,DMCLS,Drainage_degree,FIFTH_FRTP,landform,lithoidx,LV2_CODE,prec_aver,slope,soil_depth,soil_structure,soil_type,temper_aver
0,6,2,551.26764,3,2,4,1,64,320,109.33334,14.62142,3,5,13,8.95
0,5,3,95.61797,3,1,9,1,14,320,106.83334,2.51039,3,4,13,10.875
0,1,1,256.38593,1,2,1,3,33,330,105.58334,15.90611,4,5,7,10.1
0,5,2,519.4519,3,1,9,1,18,330,107.08334,10.11084,1,1,13,9.75
0,7,1,812.65222,4,1,6,1,64,320,111.66666,27.96402,2,4,13,7.86667
0,7,1,955.08551,4,1,6,1,12,310,112.66666,16.18348,2,3,13,7.1
0,5,1,431.51041,3,1,6,1,33,310,105.66666,39.50395,2,2,13,10.175
0,5,2,574.78656,3,1,9,1,33,330,108,10.3656,2,2,13,9.28333
0,1,3,136.23001,1,2,1,2,47,110,107.58334,4.33106,3,7,8,10.85
0,6,1,627.34546,3,2,9,3,12,320,107.83334,14.20671,2,1,9,8.74167
0,1,1,54.76884,1,2,1,7,44,110,109.16666,0.35192,4,1,7,11.44167
0,1,2,390.44202,1,1,1,1,7,610,106.58334,2.56469,2,4,13,10.44167
0,5,2,220.98505,3,1,6,1,47,310,110.58334,8.2998,3,4,13,10.1
0,4,2,294.70059,2,1,6,1,12,320,108.5,12.91193,3,4,13,10.10833
0,1,1,76.13897,1,2,1,4,12,210,106.16666,1.81986,4,5,8,11.20833
0,1,1,170.53601,1,3,1,5,12,210,110.91666,8.85862,4,10,3,11.025
0,1,1,42.264,1,2,1,7,66,160,107.75,3.51746,4,1,7,11.34167
0,1,1,28.45763,1,4,1,4,60,110,107.66666,0.68012,4,10,1,11.825
0,1,2,148.66008,1,1,1,2,54,620,105.66666,5.58242,3,4,8,10.05833
0,5,2,178.27235,3,1,4,1,51,320,104.33334,9.13776,2,4,13,10.33333
0,1,2,218.82306,1,1,1,1,56,330,108.41666,12.72362,2,4,13,10.425
0,5,2,195.71779,3,1,9,1,49,330,106,3.04473,3,4,13,10.88333
0,4,2,243.68808,2,1,14,1,12,320,107.83334,15.85524,3,4,13,10.40833
0,4,2,114.4708,2,2,14,1,56,310,106,19.78433,3,4,13,10.25
0,5,1,549.58472,3,1,6,1,12,310,110.16666,21.92864,2,3,13,8.19167
0,6,2,425.31247,3,1,4,1,12,330,107.75,10.72443,3,4,13,9.44167
0,4,2,149.89536,2,2,16,1,47,320,107.41666,14.19548,3,4,13,11.15
0,1,1,83.09005,1,4,1,4,66,150,109.58334,5.51311,4,10,3,11.36667
