Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
1.31868E-3,90.264612078,0.990891465,0.005077153,0.844444444,0
1.41185E-3,90.540666163,0.993464647,0.004878049,0.844444444,0
1.42207E-3,90.824406354,0.993698329,0.004678945,0.844444444,0
1.4271E-3,91.109375965,0.993810293,0.004479841,0.844444444,0
1.42962E-3,91.252337557,0.993865451,0.004380289,0.844444444,0
1.44767E-3,91.540326274,0.99424774,0.004181185,0.844444444,0
1.46043E-3,91.831158645,0.994503309,0.003982081,0.844444444,0
1.49563E-3,92.126860288,0.995151314,0.003782977,0.844444444,0
1.51368E-3,92.278228325,0.995453266,0.003683425,0.844444444,0
1.52592E-3,92.582248189,0.995647353,0.003484321,0.844444444,0
1.56313E-3,92.891378913,0.996187747,0.003285217,0.844444444,0
1.58727E-3,93.0501056,0.996501916,0.003185665,0.844444444,0
1.64915E-3,93.374328572,0.997194147,0.00298656,0.844444444,0
1.68329E-3,93.542657074,0.997515438,0.002887008,0.844444444,0
1.76246E-3,93.894236601,0.99812617,0.002687904,0.866666667,0
1.78475E-3,94.072711238,0.998269202,0.002588352,0.866666667,0
1.81372E-3,94.254082796,0.998438943,0.0024888,0.866666667,0
1.89435E-3,94.628188697,0.998828761,0.002289696,0.866666667,0
1.90322E-3,94.818510737,0.998865206,0.002190144,0.866666667,0
1.91534E-3,95.010044871,0.998913172,0.002090592,0.866666667,0
1.96221E-3,95.399062623,0.999080329,0.001891488,0.866666667,0
1.96499E-3,95.595561707,0.99908939,0.001791936,0.866666667,0
2.01058E-3,95.796619518,0.999225913,0.001692384,0.866666667,0
2.06219E-3,96.205028255,0.999355952,0.00149328,0.866666667,0
2.08799E-3,96.413827146,0.999412507,0.001393728,0.866666667,0
2.28476E-3,96.642303017,0.999708582,0.001294176,0.866666667,0
2.287E-3,96.871003166,0.999710901,0.001194624,0.866666667,0
2.4998E-3,97.120983531,0.999864558,0.001095072,0.866666667,0
2.54881E-3,97.375864985,0.99988626,0.00099552,0.888888889,0
